# release: http://purl.obolibrary.org/obo/foodon/releases/2026-09-20/foodon.owl
# source: https://raw.githubusercontent.com/FoodOntology/foodon/cd73540243a84bcd511a500d9a497d12d7dc02f6/foodon.owl
# sha256: b897bf64c1b265c422db9ee01e1235c10c0b809e7f02326ef810a52068347edf
class	label
FOODON_03541007	10070 - manna ashes (trunk sap) (efsa foodex2)
FOODON_03541008	10080 - maples (trunk sap) (efsa foodex2)
FOODON_03541009	10090 - palms (trunk sap) (efsa foodex2)
FOODON_03541010	10100 - chilean coco palm (trunk sap) (efsa foodex2)
FOODON_03541011	10110 - canary date palm (trunk sap) (efsa foodex2)
FOODON_03541012	10120 - other not listed sugar plants (efsa foodex2)
FOODON_03541013	10130 - starchy root and tuber products (efsa foodex2)
FOODON_03541014	10140 - dried starchy roots and tuber products (efsa foodex2)
FOODON_03541015	10150 - dried potato products (efsa foodex2)
FOODON_03541016	10160 - mashed potato powder (efsa foodex2)
FOODON_03541017	10170 - potato flour (efsa foodex2)
FOODON_03541018	10180 - potato flakes (efsa foodex2)
FOODON_03541019	10190 - canned starchy root products (efsa foodex2)
FOODON_03541020	10200 - legumes, nuts, oilseeds and spices (efsa foodex2)
FOODON_03541021	10210 - legumes (efsa foodex2)
FOODON_03541022	10220 - legumes fresh seeds (beans, peas etc.) (efsa foodex2)
FOODON_03541023	10230 - beans (fresh seeds without pods) and similar- (efsa foodex2)
FOODON_03541024	10240 - azuki beans (without pods) (efsa foodex2)
FOODON_03541025	10250 - black eyed peas (without pods) (efsa foodex2)
FOODON_03541026	10260 - broad beans (without pods) (efsa foodex2)
FOODON_03541027	10270 - borlotti or other common beans (without pods) (efsa foodex2)
FOODON_03541028	10280 - field bean (fresh seeds) (efsa foodex2)
FOODON_03541029	10290 - flageolet (fresh seeds) (efsa foodex2)
FOODON_03541030	10300 - kidney bean (fresh seeds) (efsa foodex2)
FOODON_03541031	10310 - navy bean (fresh seeds) (efsa foodex2)
FOODON_03541032	10320 - ervils (without pods) (efsa foodex2)
FOODON_03541033	10330 - guar beans (without pods) (efsa foodex2)
FOODON_03541034	10340 - jack beans (without pods) (efsa foodex2)
FOODON_03541035	10350 - lablab beans (without pods) (efsa foodex2)
FOODON_03541036	10360 - lima beans (without pods) (efsa foodex2)
FOODON_03541037	10370 - monantha vetches (without pods) (efsa foodex2)
FOODON_03541038	10380 - mung beans (without pods) (efsa foodex2)
FOODON_03541039	10390 - rice beans (without pods) (efsa foodex2)
FOODON_03541040	10400 - runner beans (without pods) (efsa foodex2)
FOODON_03541041	10410 - soyabeans (without pods) (efsa foodex2)
FOODON_03541042	10420 - stink beans (without pods) (efsa foodex2)
FOODON_03541043	10430 - vetches (without pods) (efsa foodex2)
FOODON_03541044	10440 - yardlong beans (without pods) (efsa foodex2)
FOODON_03541045	10450 - mat bean (fresh seeds) (efsa foodex2)
FOODON_03541046	10460 - black gram (fresh seeds) (efsa foodex2)
FOODON_03541047	10470 - tepary bean (fresh seeds) (efsa foodex2)
FOODON_03541048	10480 - peas (without pods) and similar- (efsa foodex2)
FOODON_03541049	10490 - garden peas (without pods) (efsa foodex2)
FOODON_03541050	10500 - marrowfat pea (fresh seeds) (efsa foodex2)
FOODON_03541051	10510 - field (maple) pea (fresh seeds) (efsa foodex2)
FOODON_03541052	10520 - asparagus peas (without pods) (efsa foodex2)
FOODON_03541053	10530 - chickling vetches (without pods) (efsa foodex2)
FOODON_03541054	10540 - chickpeas (without pods) (efsa foodex2)
FOODON_03541055	10550 - moringa (without pods) (efsa foodex2)
FOODON_03541056	10560 - pigeon peas (without pods) (efsa foodex2)
FOODON_03541057	10570 - lentils (without pods) (efsa foodex2)
FOODON_03541058	10580 - lupins (without pods) (efsa foodex2)
FOODON_03541059	10590 - white lupin (without pods) (efsa foodex2)
FOODON_03541060	10600 - blue lupin (without pods) (efsa foodex2)
FOODON_03541061	10610 - yellow lupin (without pods) (efsa foodex2)
FOODON_03541062	10620 - andean lupin (without pods) (efsa foodex2)
FOODON_03541063	10630 - other legume vegetables (efsa foodex2)
FOODON_03541064	10640 - horse gram (fresh seeds) (efsa foodex2)
FOODON_03541065	10650 - kersting's groundnut (fresh seeds) (efsa foodex2)
FOODON_03541066	10660 - peanuts (fresh seeds) (efsa foodex2)
FOODON_03541067	10670 - bambara groundnut (fresh seeds) (efsa foodex2)
FOODON_03541068	10680 - pulses (dried legume seeds) (efsa foodex2)
FOODON_03541069	10690 - beans (dry) and similar- (efsa foodex2)
FOODON_03541070	10700 - azuki beans (dry) (efsa foodex2)
FOODON_03541071	10710 - black eyed peas (dry) (efsa foodex2)
FOODON_03541072	10720 - broad beans (dry) (efsa foodex2)
FOODON_03541073	10730 - borlotti or other common beans (dry) (efsa foodex2)
FOODON_03541074	10740 - field beans (dry seeds) (efsa foodex2)
FOODON_03541075	10750 - flageolets (dry seeds) (efsa foodex2)
FOODON_03541076	10760 - kidney bean (dry seeds) (efsa foodex2)
FOODON_03541077	10770 - navy beans (dry seeds) (efsa foodex2)
FOODON_03541078	10780 - ervils (dry) (efsa foodex2)
FOODON_03541079	10790 - guar beans (dry) (efsa foodex2)
FOODON_03541080	10800 - jack beans (dry) (efsa foodex2)
FOODON_03541081	10810 - lablab beans (dry) (efsa foodex2)
FOODON_03541082	10820 - lima beans (dry) (efsa foodex2)
FOODON_03541083	10830 - monantha vetches (dry) (efsa foodex2)
FOODON_03541084	10840 - mung beans (dry) (efsa foodex2)
FOODON_03541085	10850 - rice beans (dry) (efsa foodex2)
FOODON_03541086	10860 - runner beans (dry) (efsa foodex2)
FOODON_03541087	10870 - soyabeans for consumption (dry) (efsa foodex2)
FOODON_03541088	10880 - stink beans (dry) (efsa foodex2)
FOODON_03541089	10890 - vetches (dry) (efsa foodex2)
FOODON_03541090	10900 - yardlong beans (dry) (efsa foodex2)
FOODON_03541091	10910 - lentils (dry) and similar- (efsa foodex2)
FOODON_03541092	10920 - lentils (dry) (efsa foodex2)
FOODON_03541093	10930 - peas (dry) and similar- (efsa foodex2)
FOODON_03541094	10940 - garden peas (dry) (efsa foodex2)
FOODON_03541095	10950 - marrowfat pea (dry seeds) (efsa foodex2)
FOODON_03541096	10960 - field (maple) pea (dry seeds) (efsa foodex2)
FOODON_03541097	10970 - asparagus peas (dry) (efsa foodex2)
FOODON_03541098	10980 - chickling vetches (dry) (efsa foodex2)
FOODON_03541099	10990 - chickpeas (dry) (efsa foodex2)
FOODON_03541100	11000 - chickpea flour (efsa foodex2)
FOODON_03541101	11010 - moringa (dry) (efsa foodex2)
FOODON_03541102	11020 - pigeon peas (dry) (efsa foodex2)
FOODON_03541103	11030 - lupins (dry) and similar- (efsa foodex2)
FOODON_03541104	11040 - lupins (dry) (efsa foodex2)
FOODON_03541105	11050 - white lupin (dry) (efsa foodex2)
FOODON_03541106	11060 - blue lupin (dry) (efsa foodex2)
FOODON_03541107	11070 - yellow lupin (dry) (efsa foodex2)
FOODON_03541108	11080 - andean lupin (dry) (efsa foodex2)
FOODON_03541109	11090 - other pulses (efsa foodex2)
FOODON_03541110	11100 - bambara groundnut (dry seeds) (efsa foodex2)
FOODON_03541111	11110 - black gram (dry seeds) (efsa foodex2)
FOODON_03541112	11120 - horse gram (dry seeds) (efsa foodex2)
FOODON_03541113	11130 - kersting's groundnut (dry seeds) (efsa foodex2)
FOODON_03541114	11140 - mat bean (dry seeds) (efsa foodex2)
FOODON_03541115	11150 - tepary bean (dry seeds) (efsa foodex2)
FOODON_03541116	11160 - other pulses (e) (efsa foodex2)
FOODON_03541117	11170 - nuts, oilseeds and oilfruits (efsa foodex2)
FOODON_03541118	11180 - tree nuts (efsa foodex2)
FOODON_03541119	11190 - almonds and similar- (efsa foodex2)
FOODON_03541120	11200 - almonds (efsa foodex2)
FOODON_03541121	11210 - almonds sweet (efsa foodex2)
FOODON_03541122	11220 - bitter almonds (efsa foodex2)
FOODON_03541123	11230 - apricot kernels (efsa foodex2)
FOODON_03541124	11240 - canarium nuts (efsa foodex2)
FOODON_03541125	11250 - canarium nuts (harveyi) (efsa foodex2)
FOODON_03541126	11260 - canarium nuts (indicum) (efsa foodex2)
FOODON_03541127	11270 - pili nuts (efsa foodex2)
FOODON_03541128	11280 - brazil nuts and similar- (efsa foodex2)
FOODON_03541129	11290 - brazil nuts (efsa foodex2)
FOODON_03541130	11300 - cashew nuts and similar- (efsa foodex2)
FOODON_03541131	11310 - cashew nuts (efsa foodex2)
FOODON_03541132	11320 - chestnuts and similar- (efsa foodex2)
FOODON_03541133	11330 - chestnuts (efsa foodex2)
FOODON_03541134	11340 - japanese chestnut (efsa foodex2)
FOODON_03541135	11350 - american chestnut (efsa foodex2)
FOODON_03541136	11360 - chinese chestnut (efsa foodex2)
FOODON_03541137	11370 - sweet chestnut (efsa foodex2)
FOODON_03541138	11380 - coconuts and similar- (efsa foodex2)
FOODON_03541139	11390 - coconuts (efsa foodex2)
FOODON_03541140	11400 - areca nuts (efsa foodex2)
FOODON_03541141	11410 - hazelnuts and similar- (efsa foodex2)
FOODON_03541142	11420 - hazelnuts (efsa foodex2)
FOODON_03541143	11430 - acorns (efsa foodex2)
FOODON_03541144	11440 - filberts (efsa foodex2)
FOODON_03541145	11450 - macadamias and similar- (efsa foodex2)
FOODON_03541146	11460 - macadamias (efsa foodex2)
FOODON_03541147	11470 - macadamia integrifolia (efsa foodex2)
FOODON_03541148	11480 - macadamia tetraphylla (efsa foodex2)
FOODON_03541149	11490 - pecans and similar- (efsa foodex2)
FOODON_03541150	11500 - pecans (efsa foodex2)
FOODON_03541151	11510 - hickory nuts (efsa foodex2)
FOODON_03541152	11520 - pine nut kernels and similar- (efsa foodex2)
FOODON_03541153	11530 - pine nut kernels (efsa foodex2)
FOODON_03541154	11540 - stone pine nut kernels (efsa foodex2)
FOODON_03541155	11550 - swiss pine nut kernels (efsa foodex2)
FOODON_03541156	11560 - chilgoza pine nut kernels (efsa foodex2)
FOODON_03541157	11570 - korean pine nut kernels (efsa foodex2)
FOODON_03541158	11580 - siberian pine nut kernels (efsa foodex2)
FOODON_03541159	11590 - siberian dwarf pine nut kernels (efsa foodex2)
FOODON_03541160	11600 - yunnan pine nut kernels (efsa foodex2)
FOODON_03541161	11610 - bhutan pine nut kernels (efsa foodex2)
FOODON_03541162	11620 - other pine nut kernels (efsa foodex2)
FOODON_03541163	11630 - pistachios and similar- (efsa foodex2)
FOODON_03541164	11640 - pistachios (efsa foodex2)
FOODON_03541165	11650 - walnuts and similar- (efsa foodex2)
FOODON_03541166	11660 - walnuts (efsa foodex2)
FOODON_03541167	11670 - eastern black walnuts (efsa foodex2)
FOODON_03541168	11680 - common walnut (efsa foodex2)
FOODON_03541169	11690 - other tree nuts (efsa foodex2)
FOODON_03541170	11700 - beech nuts (efsa foodex2)
FOODON_03541171	11710 - paradise nut (efsa foodex2)
FOODON_03541172	11720 - butter nut (efsa foodex2)
FOODON_03541173	11730 - japanese horse-chestnut (efsa foodex2)
FOODON_03541174	11740 - pachira nut (efsa foodex2)
FOODON_03541175	11750 - tropical almond (efsa foodex2)
FOODON_03541176	11760 - other tree nuts (e) (efsa foodex2)
FOODON_03541177	11770 - oilseeds (efsa foodex2)
FOODON_03541178	11780 - linseeds and similar- (efsa foodex2)
FOODON_03541179	11790 - linseeds (efsa foodex2)
FOODON_03541180	11800 - peanuts and similar- (efsa foodex2)
FOODON_03541181	11810 - peanuts (efsa foodex2)
FOODON_03541182	11820 - poppy seeds and similar- (efsa foodex2)
FOODON_03541183	11830 - poppy seeds (efsa foodex2)
FOODON_03541184	11840 - sesame seeds and similar- (efsa foodex2)
FOODON_03541185	11850 - sesame seeds (efsa foodex2)
FOODON_03541186	11860 - sunflower seeds and similar- (efsa foodex2)
FOODON_03541187	11870 - sunflower seeds (efsa foodex2)
FOODON_03541188	11880 - rapeseeds and similar- (efsa foodex2)
FOODON_03541189	11890 - rapeseeds (efsa foodex2)
FOODON_03541190	11900 - radish seeds (efsa foodex2)
FOODON_03541191	11910 - turnip rape seeds (efsa foodex2)
FOODON_03541192	11920 - mustard seed, field (efsa foodex2)
FOODON_03541193	11930 - soyabeans and similar- (efsa foodex2)
FOODON_03541194	11940 - soyabeans for oil (efsa foodex2)
FOODON_03541195	11950 - moringa (efsa foodex2)
FOODON_03541196	11960 - mustard seeds and similar- (efsa foodex2)
FOODON_03541197	11970 - mustard seeds (efsa foodex2)
FOODON_03541198	11980 - black mustard seeds (efsa foodex2)
FOODON_03541199	11990 - white mustard seeds (efsa foodex2)
FOODON_03541200	12000 - canola seeds (efsa foodex2)
FOODON_03541201	12010 - cotton seeds and similar- (efsa foodex2)
FOODON_03541202	12020 - cotton seeds (efsa foodex2)
FOODON_03541203	12030 - pima cotton seeds (efsa foodex2)
FOODON_03541204	12040 - common cotton seeds (efsa foodex2)
FOODON_03541205	12050 - pumpkin seeds and similar- (efsa foodex2)
FOODON_03541206	12060 - pumpkin seeds (efsa foodex2)
FOODON_03541207	12070 - watermelon seeds (efsa foodex2)
FOODON_03541208	12080 - other seeds of species of familia cucurbitaceae, not elsewhere mentioned (efsa foodex2)
FOODON_03541209	12090 - safflower seeds and similar- (efsa foodex2)
FOODON_03541210	12100 - safflower seeds (efsa foodex2)
FOODON_03541211	12110 - milk thistle seeds (efsa foodex2)
FOODON_03541212	12120 - niger seeds (efsa foodex2)
FOODON_03541213	12130 - borage seeds and similar- (efsa foodex2)
FOODON_03541214	12140 - borage seeds (efsa foodex2)
FOODON_03541215	12150 - corn gromwell seeds (efsa foodex2)
FOODON_03541216	12160 - evening primrose seeds (efsa foodex2)
FOODON_03541217	12170 - honesty seeds (efsa foodex2)
FOODON_03541218	12180 - annual honesty seeds (efsa foodex2)
FOODON_03541219	12190 - perennial honesty seeds (efsa foodex2)
FOODON_03541220	12200 - perilla seeds (efsa foodex2)
FOODON_03541221	12210 - purple viper's bugloss seeds (efsa foodex2)
FOODON_03541222	12220 - gold of pleasure seeds and similar- (efsa foodex2)
FOODON_03541223	12230 - gold of pleasure seeds (efsa foodex2)
FOODON_03541224	12240 - hemp seeds and similar- (efsa foodex2)
FOODON_03541225	12250 - hemp seeds (efsa foodex2)
FOODON_03541226	12260 - common hemp seeds (efsa foodex2)
FOODON_03541227	12270 - ruderalis hemp seeds (efsa foodex2)
FOODON_03541228	12280 - castor beans and similar- (efsa foodex2)
FOODON_03541229	12290 - castor beans (efsa foodex2)
FOODON_03541230	12300 - grape seeds (efsa foodex2)
FOODON_03541231	12310 - sea buckthorn seeds (efsa foodex2)
FOODON_03541232	12320 - other seeds (including elsewhere non-listed oilseeds and other seeds) (efsa foodex2)
FOODON_03541233	12330 - tucum seeds (efsa foodex2)
FOODON_03541234	12340 - baobab seeds (efsa foodex2)
FOODON_03541235	12350 - chia seeds (efsa foodex2)
FOODON_03541236	12360 - melinjo seeds (efsa foodex2)
FOODON_03541237	12370 - other minor oilseeds (efsa foodex2)
FOODON_03541238	12380 - oil fruits (efsa foodex2)
FOODON_03541239	12390 - olives for oil production and similar- (efsa foodex2)
FOODON_03541240	12400 - olives for oil production (efsa foodex2)
FOODON_03541241	12410 - oil palms kernels and similar- (efsa foodex2)
FOODON_03541242	12420 - oil palms kernels (efsa foodex2)
FOODON_03541243	12430 - maripa palm kernels (efsa foodex2)
FOODON_03541244	12440 - african oil palm kernels (efsa foodex2)
FOODON_03541245	12450 - american oil palm kernels (efsa foodex2)
FOODON_03541246	12460 - argan nuts (efsa foodex2)
FOODON_03541247	12470 - babassu palm nuts (efsa foodex2)
FOODON_03541248	12480 - jojoba nuts (efsa foodex2)
FOODON_03541249	12490 - shea nuts (efsa foodex2)
FOODON_03541250	12500 - oil palms fruits and similar- (efsa foodex2)
FOODON_03541251	12510 - oil palms fruits (efsa foodex2)
FOODON_03541252	12520 - maripa palm fruits (efsa foodex2)
FOODON_03541253	12530 - african oil palm fruits (efsa foodex2)
FOODON_03541254	12540 - american oil palm fruits (efsa foodex2)
FOODON_03541255	12550 - kapok and similar- (efsa foodex2)
FOODON_03541256	12560 - kapok (efsa foodex2)
FOODON_03541257	12570 - other minor oilfruit (efsa foodex2)
FOODON_03541258	12580 - other oil fruits (efsa foodex2)
FOODON_03541259	12590 - spices (efsa foodex2)
FOODON_03541260	12600 - dried herbs (efsa foodex2)
FOODON_03541261	12610 - angelica, dry (efsa foodex2)
FOODON_03541262	12620 - balm leaves, dry (efsa foodex2)
FOODON_03541263	12630 - basil, dry (efsa foodex2)
FOODON_03541264	12640 - bay leaves, dry (efsa foodex2)
FOODON_03541265	12650 - borage, dry (efsa foodex2)
FOODON_03541266	12660 - celery leaves, dry (efsa foodex2)
FOODON_03541267	12670 - fennel, dry (efsa foodex2)
FOODON_03541268	12680 - hyssop, dry (efsa foodex2)
FOODON_03541269	12690 - lavender, dry (efsa foodex2)
FOODON_03541270	12700 - lovage, dry (efsa foodex2)
FOODON_03541271	12710 - marjoram, dry (efsa foodex2)
FOODON_03541272	12720 - mints, dry (efsa foodex2)
FOODON_03541273	12730 - rosemary, dry (efsa foodex2)
FOODON_03541274	12740 - rue, dry (efsa foodex2)
FOODON_03541275	12750 - sage, dry (efsa foodex2)
FOODON_03541276	12760 - savory, dry (efsa foodex2)
FOODON_03541277	12770 - sweet cicely, dry (efsa foodex2)
FOODON_03541278	12780 - tansy and related species, dry (efsa foodex2)
FOODON_03541279	12790 - thyme, dry (efsa foodex2)
FOODON_03541280	12800 - wintergreen leaves, dry (efsa foodex2)
FOODON_03541281	12810 - woodruff, dry (efsa foodex2)
FOODON_03541282	12820 - wormwoods, dry (efsa foodex2)
FOODON_03541283	12830 - other dried herbs (efsa foodex2)
FOODON_03541284	12840 - flowers or parts of flower used as spices or similar (efsa foodex2)
FOODON_03541285	12850 - hops (efsa foodex2)
FOODON_03541286	12860 - flower pistil spices (efsa foodex2)
FOODON_03541287	12870 - saffron and similar- (efsa foodex2)
FOODON_03541288	12880 - saffron (efsa foodex2)
FOODON_03541289	12890 - other flower pistil spices (efsa foodex2)
FOODON_03541290	12900 - seed spices (efsa foodex2)
FOODON_03541291	12910 - anise seed and similar- (efsa foodex2)
FOODON_03541292	12920 - anise seed (efsa foodex2)
FOODON_03541293	12930 - black caraway seed and similar- (efsa foodex2)
FOODON_03541294	12940 - black caraway seed (efsa foodex2)
FOODON_03541295	12950 - nigella seed (efsa foodex2)
FOODON_03541296	12960 - celery seed and similar- (efsa foodex2)
FOODON_03541297	12970 - celery seed (efsa foodex2)
FOODON_03541298	12980 - angelica seed (efsa foodex2)
FOODON_03541299	12990 - lovage seed (efsa foodex2)
FOODON_03541300	13000 - coriander seeds and similar- (efsa foodex2)
FOODON_03541301	13010 - coriander seed (efsa foodex2)
FOODON_03541302	13020 - culantro seed (efsa foodex2)
FOODON_03541303	13030 - cumin seed and similar- (efsa foodex2)
FOODON_03541304	13040 - cumin seed (efsa foodex2)
FOODON_03541305	13050 - dill seed and similar- (efsa foodex2)
FOODON_03541306	13060 - dill seed (efsa foodex2)
FOODON_03541307	13070 - fennel seed and similar- (efsa foodex2)
FOODON_03541308	13080 - fennel seed (efsa foodex2)
FOODON_03541309	13090 - bitter fennel seed (efsa foodex2)
FOODON_03541310	13100 - sweet fennel seed (efsa foodex2)
FOODON_03541311	13110 - fenugreek seed and similar- (efsa foodex2)
FOODON_03541312	13120 - fenugreek seed (efsa foodex2)
FOODON_03541313	13130 - nutmeg seed and similar- (efsa foodex2)
FOODON_03541314	13140 - nutmeg seed (efsa foodex2)
FOODON_03541315	13150 - annatto seed (efsa foodex2)
FOODON_03541316	13160 - candlenut seeds (efsa foodex2)
FOODON_03541317	13170 - wattleseeds (efsa foodex2)
FOODON_03541318	13180 - other spices seeds (p) (efsa foodex2)
FOODON_03541319	13190 - radhuni seed (efsa foodex2)
FOODON_03541320	13200 - other spices seeds (e) (efsa foodex2)
